DATA_YEAR,STATE_ABBR,STATE_NAME,TOT_POP,DIVISION_NAME,REGION_NAME,POPULATION_GROUP_DESC,TOTAL_OFFENDER_COUNT,OFFENDER_RACE,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities from 100,000 thru 249,000",0,Unknown,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic/Latino,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities from 100,000 thru 249,000",0,Unknown,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Jewish,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities from 100,000 thru 249,000",0,Unknown,1,Intimidation,1,Residence/Home,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities from 100,000 thru 249,000",0,Unknown,1,Intimidation,1,Residence/Home,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities from 100,000 thru 249,000",0,Unknown,1,Intimidation,2,Highway/Road/Alley/Street/Sidewalk,Anti-Multiple Races,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities from 100,000 thru 249,000",0,Unknown,1,Larceny-theft,1,Residence/Home,Anti-Jewish,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities from 100,000 thru 249,000",1,White,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Islamic,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities from 100,000 thru 249,000",0,Unknown,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities from 250,000 thru 499,999",1,Black or African American,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Multiple Races,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities from 250,000 thru 499,999",2,White,1,Aggravated Assault,1,Parking/Drop Lot/Garage,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities from 250,000 thru 499,999",1,White,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Islamic,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities from 250,000 thru 499,999",0,Unknown,1,Destruction/Damage/Vandalism of Property,,School-Elementary/Secondary,Anti-Multiple Races,Other
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities from 250,000 thru 499,999",1,White,1,Simple Assault,1,Parking/Drop Lot/Garage,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Intimidation,1,Commercial/Office Building,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",2,White,1,Simple Assault,1,Restaurant,Anti-Hispanic/Latino,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Unknown,1,Intimidation,1,Residence/Home,Anti-Sexual Orientation/Identity,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Intimidation,1,School-Elementary/Secondary,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Jewish,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",0,Unknown,2,Destruction/Damage/Vandalism of Property;Intimidation,1,Commercial/Office Building;Residence/Home,Anti-Black,Government;Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Burglary/Breaking & Entering,1,Residence/Home,Anti-Jewish,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Simple Assault,1,Air/Bus/Train Terminal,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Unknown,1,Intimidation,1,Residence/Home,Anti-Sexual Orientation/Identity,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",2,White,1,Aggravated Assault,1,Bank/Savings and Loan,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",2,White,2,Destruction/Damage/Vandalism of Property;Intimidation,2,Residence/Home,Anti-Multiple Races,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",0,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Sexual Orientation/Identity,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",0,Unknown,1,Destruction/Damage/Vandalism of Property,1,Park/Playground,Anti-Jewish,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Simple Assault,1,Residence/Home,Anti-Sexual Orientation/Identity,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",6,White,1,Aggravated Assault,2,Residence/Home,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Intimidation,1,Restaurant,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",0,Unknown,2,Destruction/Damage/Vandalism of Property;Intimidation,2,School-Elementary/Secondary,Anti-Jewish,Individual;Other
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Black or African American,1,Intimidation,1,Parking/Drop Lot/Garage,Anti-White,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Multiple,2,Intimidation;Simple Assault,1,School-Elementary/Secondary,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",5,Multiple,2,Robbery;Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Sexual Orientation/Identity,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Sexual Assault With An Object,1,Hotel/Motel/Etc.,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Simple Assault,1,Service/Gas Station,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Unknown,1,Intimidation,1,Church/Synagogue/Temple/Mosque,Anti-Multiple Religions,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Unknown,1,Intimidation,1,Residence/Home,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,American Indian or Alaska Native,1,Intimidation,1,Air/Bus/Train Terminal,Anti-White,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Unknown,1,Intimidation,1,School-Elementary/Secondary,Anti-Hispanic/Latino,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Intimidation,2,Parking/Drop Lot/Garage,Anti-Sexual Orientation/Identity,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,American Indian or Alaska Native,1,Simple Assault,1,Residence/Home,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",0,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Black or African American,2,Intimidation;Simple Assault,2,Commercial/Office Building,Anti-Asian,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",3,Black or African American,1,Robbery,1,Park/Playground,Anti-Sexual Orientation/Identity,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Intimidation,1,Residence/Home,Anti-Hispanic/Latino,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Black or African American,1,Intimidation,1,Residence/Home,Anti-Sexual Orientation/Identity,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Black or African American,1,Simple Assault,1,Specialty Store,Anti-White,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Intimidation,1,Residence/Home,Anti-Jewish,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Intimidation,1,Daycare Facility,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",3,Black or African American,1,Aggravated Assault,1,Air/Bus/Train Terminal,Anti-Disability,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",2,White,2,Robbery;Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic/Latino,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Sexual Orientation/Identity,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Black or African American,1,Intimidation,2,Residence/Home,Anti-Sexual Orientation/Identity,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Black or African American,1,Robbery,1,Air/Bus/Train Terminal,Anti-Multiple Races,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",2,White,1,Aggravated Assault,1,Specialty Store,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Black or African American,2,Aggravated Assault;Larceny-theft,2,Air/Bus/Train Terminal,Anti-White,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",0,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,American Indian or Alaska Native,2,Aggravated Assault;Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",9,Black or African American,1,Intimidation,2,Residence/Home,Anti-White,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",5,Black or African American,1,Intimidation,2,Residence/Home,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Black or African American,1,Simple Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",2,White,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Black or African American,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Disability,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Black or African American,1,Aggravated Assault,1,Restaurant,Anti-Disability,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",3,White,1,Destruction/Damage/Vandalism of Property,,School-Elementary/Secondary,Anti-Black,Other
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",0,Unknown,1,Destruction/Damage/Vandalism of Property,,School-Elementary/Secondary,Anti-Black,Other
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Destruction/Damage/Vandalism of Property,,Air/Bus/Train Terminal,Anti-Multiple Races,Government
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Destruction/Damage/Vandalism of Property,,Restaurant,Anti-Jewish,Business
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",0,Unknown,1,Destruction/Damage/Vandalism of Property,,Commercial/Office Building,Anti-Jewish,Business
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Intimidation,2,School-Elementary/Secondary,Anti-Jewish,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,American Indian or Alaska Native,1,Aggravated Assault,1,Convenience Store,Anti-Sexual Orientation/Identity,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",0,Unknown,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",2,Black or African American,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic/Latino,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Black or African American,1,Intimidation,1,Residence/Home,Anti-Hispanic/Latino,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Intimidation,1,Other/Unknown,Anti-Sexual Orientation/Identity,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Aggravated Assault,1,Parking/Drop Lot/Garage,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Unknown,1,Destruction/Damage/Vandalism of Property,,Bank/Savings and Loan,Anti-Multiple Races,Business
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",2,Black or African American,2,Robbery;Simple Assault,2,Highway/Road/Alley/Street/Sidewalk;Residence/Home,Anti-Sexual Orientation/Identity,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic/Latino,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",0,Unknown,1,Aggravated Assault,1,Other/Unknown,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Black or African American,1,Intimidation,1,Residence/Home,Anti-Multiple Races,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,American Indian or Alaska Native,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Sexual Orientation/Identity,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Intimidation,1,Residence/Home,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Black or African American,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,2,Destruction/Damage/Vandalism of Property;Simple Assault,1,Air/Bus/Train Terminal,Anti-Black,Business;Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Unknown,1,Destruction/Damage/Vandalism of Property,,Highway/Road/Alley/Street/Sidewalk,Anti-Black,Government
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Unknown,1,Intimidation,1,Residence/Home,Anti-Sexual Orientation/Identity,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,2,Burglary/Breaking & Entering;Intimidation,1,Restaurant,Anti-Hispanic/Latino,Business;Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Aggravated Assault,1,Park/Playground,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Black or African American,1,Simple Assault,1,Air/Bus/Train Terminal,Anti-White,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",0,Unknown,1,Intimidation,1,Other/Unknown,Anti-Disability,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Aggravated Assault,1,Residence/Home,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Simple Assault,1,Service/Gas Station,Anti-Sexual Orientation/Identity,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Aggravated Assault,1,Residence/Home,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Simple Assault,1,Grocery/Supermarket,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Unknown,1,Intimidation,2,Residence/Home,Anti-Multiple Religions,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Black or African American,1,Intimidation,1,Residence/Home,Anti-Sexual Orientation/Identity,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Multiple,1,Simple Assault,1,Shelter-Mission/Homeless,Anti-Black,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",0,Unknown,2,Aggravated Assault;Robbery,3,Parking/Drop Lot/Garage,Anti-Multiple Races,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Black or African American,1,Aggravated Assault,1,Service/Gas Station,Anti-White,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,Black or African American,1,Intimidation,1,Residence/Home,Anti-Multiple Races,Individual
2017,AZ,Arizona,"7,016,270",Mountain,West,"Cities 1,000,000 or over",1,White,1,Aggravated Assault,1,Restaurant,Anti-Black,Individual
